contigName	contigLen	totalAvgDepth	Patl_draftAssembly_includesContamination.fasta.mapped.sorted.bam	Patl_draftAssembly_includesContamination.fasta.mapped.sorted.bam-var
NODE_11914_length_785_cov_0.865607	785	4.25827	4.25827	2.95527
NODE_11915_length_785_cov_0.84104	785	5.03622	5.03622	3.72265
NODE_11916_length_785_cov_0.790462	785	4.12126	4.12126	2.9679
NODE_11917_length_785_cov_0.748555	785	4.29764	4.29764	2.95386
NODE_11918_length_785_cov_0.693642	785	4.13071	4.13071	1.91191
NODE_11919_length_785_cov_0.641618	785	2.83622	2.83622	2.00783
NODE_11920_length_785_cov_0.618497	785	4.39843	4.39843	1.31892
NODE_11921_length_785_cov_0.598266	785	3.01102	3.01102	0.856346
NODE_11922_length_785_cov_0.578035	785	2.07874	2.07874	1.17991
NODE_11923_length_785_cov_0.492775	785	3.38898	3.38898	2.60396
NODE_11924_length_784_cov_2.1013	784	11.5836	11.5836	5.34291
NODE_11925_length_784_cov_1.26628	784	7.91956	7.91956	4.65859
NODE_11926_length_784_cov_1.12012	784	5.94164	5.94164	7.03766
NODE_11927_length_784_cov_0.913169	784	4	4	3.20063
NODE_11928_length_784_cov_0.850941	784	3.57571	3.57571	1.86234
NODE_11929_length_784_cov_0.60492	784	3.33912	3.33912	1.41562
NODE_11930_length_784_cov_0.59479	784	3.92114	3.92114	3.35238
NODE_11931_length_784_cov_0.557164	784	2.81388	2.81388	4.80575
NODE_11932_length_783_cov_3.26377	783	15.8926	15.8926	10.2132
NODE_11933_length_783_cov_1.6058	783	9.9763	9.9763	18.8206
NODE_11934_length_783_cov_1.18116	783	6.78515	6.78515	11.6246
NODE_11935_length_783_cov_1.04348	783	6.35703	6.35703	7.28056
NODE_11936_length_783_cov_0.871014	783	4.97788	4.97788	2.90774
NODE_11937_length_783_cov_0.818841	783	4.26382	4.26382	2.13441
NODE_11938_length_783_cov_0.818841	783	5.24329	5.24329	3.15592
NODE_11939_length_783_cov_0.778261	783	3.21643	3.21643	0.979979
NODE_11940_length_783_cov_0.768116	783	4.51343	4.51343	2.535
NODE_11941_length_783_cov_0.723188	783	2.48815	2.48815	3.3167
NODE_11942_length_783_cov_0.717391	783	3.75829	3.75829	4.86708
NODE_11943_length_783_cov_0.701449	783	3.40126	3.40126	2.69632
NODE_11944_length_783_cov_0.686957	783	4.00632	4.00632	4.62654
NODE_11945_length_783_cov_0.684058	783	3.23223	3.23223	3.20075
NODE_11946_length_783_cov_0.67971	783	4.57346	4.57346	1.57411
NODE_11947_length_783_cov_0.653623	783	3.33333	3.33333	5.75105
NODE_11948_length_783_cov_0.594203	783	4.15482	4.15482	3.45701
NODE_11949_length_783_cov_0.592754	783	2.43602	2.43602	3.88872
NODE_11950_length_782_cov_2.22061	782	11.5301	11.5301	27.2795
NODE_11951_length_782_cov_1.80552	782	30.1424	30.1424	140.943
NODE_11952_length_782_cov_1.66473	782	6.86076	6.86076	14.9822
NODE_11953_length_782_cov_1.01451	782	5.91614	5.91614	6.57459
NODE_11954_length_782_cov_0.850508	782	4.8307	4.8307	2.41028
NODE_11955_length_782_cov_0.843251	782	3.99684	3.99684	1.51821
NODE_11956_length_782_cov_0.812772	782	3.77848	3.77848	3.88745
NODE_11957_length_782_cov_0.654572	782	3.63449	3.63449	4.16891
NODE_11958_length_781_cov_1.56105	781	7.60697	7.60697	26.4898
NODE_11959_length_781_cov_1.39826	781	9.34231	9.34231	13.0033
NODE_11960_length_781_cov_1.24564	781	5.60856	5.60856	3.50208
NODE_11961_length_781_cov_1.00872	781	5.22662	5.22662	5.44222
NODE_11962_length_781_cov_0.856105	781	4.91284	4.91284	8.85121
NODE_11963_length_781_cov_0.84157	781	4.8954	4.8954	2.94777
NODE_11964_length_781_cov_0.793605	781	4.98732	4.98732	1.48873
NODE_11965_length_781_cov_0.789244	781	3.78605	3.78605	4.78749
NODE_11966_length_781_cov_0.735465	781	3.1664	3.1664	2.60242
NODE_11967_length_781_cov_0.719477	781	4.18225	4.18225	6.27625
NODE_11968_length_781_cov_0.690407	781	6.30903	6.30903	4.4488
NODE_11969_length_781_cov_0.664244	781	3.71949	3.71949	4.56086
NODE_11970_length_781_cov_0.642442	781	3.21395	3.21395	5.26367
NODE_11971_length_781_cov_0.616279	781	2.88114	2.88114	0.489025
NODE_11972_length_781_cov_0.590116	781	4.78288	4.78288	1.28135
NODE_11973_length_781_cov_0.571221	781	4.24723	4.24723	2.52609
NODE_11974_length_780_cov_1.80786	780	8.01111	8.01111	15.2638
NODE_11975_length_780_cov_1.35371	780	6.6873	6.6873	13.5793
NODE_11976_length_780_cov_1.31295	780	7.70635	7.70635	3.88025
NODE_11977_length_780_cov_1.08006	780	6.30476	6.30476	3.59536
NODE_11978_length_780_cov_0.962154	780	4.39365	4.39365	1.9211
NODE_11979_length_780_cov_0.886463	780	5.5381	5.5381	2.70681
NODE_11980_length_780_cov_0.845706	780	3.9873	3.9873	3.05547
NODE_11981_length_780_cov_0.835517	780	4.56667	4.56667	2.32862
NODE_11982_length_780_cov_0.659389	780	3.20635	3.20635	2.04956
NODE_11983_length_780_cov_0.643377	780	3.29841	3.29841	0.915579
NODE_11984_length_780_cov_0.605531	780	2.5619	2.5619	1.36262
NODE_11985_length_780_cov_0.598253	780	3.0381	3.0381	2.04942
NODE_11986_length_780_cov_0.503639	780	3.04603	3.04603	1.28404
NODE_11987_length_779_cov_63.2638	779	273.914	273.914	7836.11
NODE_11988_length_779_cov_1.8586	779	10.5151	10.5151	5.86164
NODE_11989_length_779_cov_1.29155	779	7.65501	7.65501	3.15627
NODE_11990_length_779_cov_1.06997	779	5.73291	5.73291	10.4062
NODE_11991_length_779_cov_1.03499	779	4.63275	4.63275	2.21365
NODE_11992_length_779_cov_0.823615	779	4.05087	4.05087	1.87002
NODE_11993_length_779_cov_0.781341	779	4.1256	4.1256	7.26924
NODE_11994_length_779_cov_0.689504	779	3.71065	3.71065	1.22824
NODE_11995_length_779_cov_0.639942	779	3.12719	3.12719	4.64302
NODE_11996_length_779_cov_0.578717	779	2.68362	2.68362	1.63064
NODE_11997_length_778_cov_39.2526	778	228.088	228.088	769.091
NODE_11998_length_778_cov_1.70949	778	9.32643	9.32643	6.68911
NODE_11999_length_778_cov_1.45255	778	5.94904	5.94904	25.6721
NODE_12000_length_778_cov_1.37664	778	8.44268	8.44268	4.80532
NODE_12001_length_778_cov_1.27737	778	7.38694	7.38694	7.11797
NODE_12002_length_778_cov_1.19416	778	6.98089	6.98089	3.52117
NODE_12003_length_778_cov_1.15328	778	6.97452	6.97452	4.87017
NODE_12004_length_778_cov_0.988321	778	4.86624	4.86624	2.02036
NODE_12005_length_778_cov_0.966423	778	5.08917	5.08917	4.77353
NODE_12006_length_778_cov_0.913869	778	5.91401	5.91401	5.26851
NODE_12007_length_778_cov_0.855474	778	4.01274	4.01274	1.00462
NODE_12008_length_778_cov_0.779562	778	3.67357	3.67357	1.06552
NODE_12009_length_778_cov_0.751825	778	5.20701	5.20701	2.14846
NODE_12010_length_778_cov_0.687591	778	4.06369	4.06369	7.28781
NODE_12011_length_778_cov_0.658394	778	3.30255	3.30255	1.886
NODE_12012_length_778_cov_0.550365	778	2.48089	2.48089	2.25004
NODE_12013_length_778_cov_0.529927	778	2.64331	2.64331	1.25056
NODE_12014_length_777_cov_1.43129	777	6.2185	6.2185	3.09754
NODE_12015_length_777_cov_1.38596	777	7.45614	7.45614	3.31236
NODE_12016_length_777_cov_1.34942	777	6.66826	6.66826	16.6437
NODE_12017_length_777_cov_1.24415	777	6.18022	6.18022	10.7965
NODE_12018_length_777_cov_1.15936	777	6.59809	6.59809	8.28231
NODE_12019_length_777_cov_1.00877	777	4.85008	4.85008	6.08291
NODE_12020_length_777_cov_0.994152	777	6.52632	6.52632	1.85674
NODE_12021_length_777_cov_0.95614	777	5.53748	5.53748	2.59403
NODE_12022_length_777_cov_0.929825	777	5.64912	5.64912	3.21216
NODE_12023_length_777_cov_0.919591	777	5.97289	5.97289	1.91779
NODE_12024_length_777_cov_0.884503	777	5.67783	5.67783	6.59891
NODE_12025_length_777_cov_0.883041	777	3.60447	3.60447	2.75065
NODE_12026_length_777_cov_0.881579	777	3.98086	3.98086	9.15618
NODE_12027_length_777_cov_0.849415	777	5.79266	5.79266	2.45533
NODE_12028_length_777_cov_0.831871	777	5.37002	5.37002	2.18875
NODE_12029_length_777_cov_0.802632	777	5.66507	5.66507	4.74386
NODE_12030_length_777_cov_0.792398	777	3.62839	3.62839	9.56298
NODE_12031_length_777_cov_0.780702	777	3.78788	3.78788	4.59551
NODE_12032_length_777_cov_0.738304	777	3.88836	3.88836	3.19199
NODE_12033_length_777_cov_0.650585	777	3.64593	3.64593	1.20671
NODE_12034_length_777_cov_0.533626	777	4.00797	4.00797	2.07183
NODE_12035_length_776_cov_389.001	776	2255.4	2255.4	83785
NODE_12036_length_776_cov_137.889	776	579.665	579.665	104798
NODE_12037_length_776_cov_1.92679	776	8.26518	8.26518	16.8384
NODE_12038_length_776_cov_1.90483	776	9.85463	9.85463	10.2524
NODE_12039_length_776_cov_1.21962	776	6.79393	6.79393	2.81348
NODE_12040_length_776_cov_1.08931	776	4.99361	4.99361	3.80477
NODE_12041_length_776_cov_0.998536	776	6.20927	6.20927	1.65373
NODE_12042_length_776_cov_0.991215	776	6.5639	6.5639	4.15353
NODE_12043_length_776_cov_0.983895	776	5.1262	5.1262	2.60965
NODE_12044_length_776_cov_0.980966	776	6.38658	6.38658	3.21352
NODE_12045_length_776_cov_0.928258	776	4.96326	4.96326	5.2067
NODE_12046_length_776_cov_0.837482	776	4.85623	4.85623	2.3377
NODE_12047_length_776_cov_0.781845	776	3.85623	3.85623	2.9169
NODE_12048_length_776_cov_0.771596	776	4.45208	4.45208	2.5681
NODE_12049_length_776_cov_0.765739	776	4.35303	4.35303	5.09916
NODE_12050_length_776_cov_0.724744	776	3.95527	3.95527	1.47
NODE_12051_length_776_cov_0.708638	776	4.26837	4.26837	2.85266
NODE_12052_length_776_cov_0.707174	776	3.84026	3.84026	1.81444
NODE_12053_length_776_cov_0.647145	776	2.35463	2.35463	1.34924
NODE_12054_length_776_cov_0.609078	776	3.12141	3.12141	1.67483
NODE_12055_length_776_cov_0.554905	776	2.90575	2.90575	2.22951
NODE_12056_length_776_cov_0.480234	776	2.65495	2.65495	0.885545
NODE_12057_length_775_cov_1.98387	775	8.3792	8.3792	5.68451
NODE_12058_length_775_cov_1.61877	775	7.8144	7.8144	33.8565
NODE_12059_length_775_cov_1.04545	775	5.9184	5.9184	4.15519
NODE_12060_length_775_cov_1.03666	775	5.9408	5.9408	6.57822
NODE_12061_length_775_cov_1.01613	775	4.312	4.312	5.22462
NODE_12062_length_775_cov_0.947214	775	4.0496	4.0496	1.35811
NODE_12063_length_775_cov_0.898827	775	4.7504	4.7504	1.58504
NODE_12064_length_775_cov_0.891496	775	4.24	4.24	1.08974
NODE_12065_length_775_cov_0.882698	775	4.3424	4.3424	9.68068
NODE_12066_length_775_cov_0.86217	775	4.8832	4.8832	1.94948
NODE_12067_length_775_cov_0.815249	775	3.9392	3.9392	3.58924
NODE_12068_length_775_cov_0.813783	775	3.9952	3.9952	4.62015
NODE_12069_length_775_cov_0.755132	775	3.1024	3.1024	4.55681
NODE_12070_length_775_cov_0.717009	775	3.4496	3.4496	1.64209
NODE_12071_length_775_cov_0.703812	775	3.9264	3.9264	1.56829
NODE_12072_length_775_cov_0.686217	775	3.696	3.696	2.45231
NODE_12073_length_775_cov_0.683284	775	3.6256	3.6256	1.86602
NODE_12074_length_775_cov_0.611437	775	2.5584	2.5584	0.942499
NODE_12075_length_775_cov_0.587977	775	2.7168	2.7168	1.02704
NODE_12076_length_775_cov_0.510264	775	2.4608	2.4608	2.6527
NODE_12077_length_775_cov_0.419355	775	1.9632	1.9632	1.6605
NODE_12078_length_774_cov_1.55947	774	10.7388	10.7388	10.9381
NODE_12079_length_774_cov_1.55507	774	7.68109	7.68109	5.98965
NODE_12080_length_774_cov_1.28341	774	7.36699	7.36699	10.5216
NODE_12081_length_774_cov_1.17621	774	7.6234	7.6234	4.5305
NODE_12082_length_774_cov_1.0793	774	5.72276	5.72276	4.66618
NODE_12083_length_774_cov_0.966226	774	5.35417	5.35417	3.30454
NODE_12084_length_774_cov_0.947137	774	6.40064	6.40064	3.90345
NODE_12085_length_774_cov_0.907489	774	4.61058	4.61058	1.13061
NODE_12086_length_774_cov_0.864905	774	5.1266	5.1266	1.7223
NODE_12087_length_774_cov_0.861968	774	3.95513	3.95513	1.43619
NODE_12088_length_774_cov_0.861968	774	4.37821	4.37821	2.38
NODE_12089_length_774_cov_0.797357	774	5.65865	5.65865	4.2605
NODE_12090_length_774_cov_0.77533	774	5.57372	5.57372	4.2289
NODE_12091_length_774_cov_0.762115	774	4.34295	4.34295	4.71687
NODE_12092_length_774_cov_0.73862	774	3.45833	3.45833	2.37065
NODE_12093_length_774_cov_0.66373	774	3.15064	3.15064	0.77984
NODE_12094_length_773_cov_1.13824	773	7.39326	7.39326	2.38047
NODE_12095_length_773_cov_1.13676	773	4.92135	4.92135	4.57096
NODE_12096_length_773_cov_1.07941	773	7.73034	7.73034	11.2776
NODE_12097_length_773_cov_0.764706	773	4.99358	4.99358	1.87777
NODE_12098_length_773_cov_0.666176	773	3.52488	3.52488	5.26906
NODE_12099_length_773_cov_0.638235	773	4.32584	4.32584	4.56728
NODE_12100_length_773_cov_0.632353	773	3.01926	3.01926	1.48837
NODE_12101_length_773_cov_0.629412	773	2.83146	2.83146	0.982798
NODE_12102_length_773_cov_0.626471	773	3.51043	3.51043	1.61686
NODE_12103_length_773_cov_0.569118	773	3.71589	3.71589	1.69246
NODE_12104_length_773_cov_0.554412	773	3.60353	3.60353	3.54834
NODE_12105_length_772_cov_1.72312	772	9.24759	9.24759	12.8275
NODE_12106_length_772_cov_1.20619	772	7.11254	7.11254	7.55898
NODE_12107_length_772_cov_1.04271	772	5.49839	5.49839	3.7158
NODE_12108_length_772_cov_1.02504	772	6.00643	6.00643	3.95486
NODE_12109_length_772_cov_0.938144	772	5.01608	5.01608	3.65514
NODE_12110_length_772_cov_0.923417	772	4.79904	4.79904	4.40562
NODE_12111_length_772_cov_0.883652	772	4.76527	4.76527	3.4392
NODE_12112_length_772_cov_0.842415	772	4.85531	4.85531	3.37033
NODE_12113_length_772_cov_0.774669	772	3.81511	3.81511	3.15898
NODE_12114_length_772_cov_0.653903	772	2.67524	2.67524	2.91529
NODE_12115_length_772_cov_0.614138	772	4.32797	4.32797	3.40273
NODE_12116_length_772_cov_0.569956	772	2.72186	2.72186	0.77437
NODE_12117_length_772_cov_0.496318	772	2.2283	2.2283	3.17163
NODE_12118_length_771_cov_376.997	771	1267.96	1267.96	128134
NODE_12119_length_771_cov_2.64159	771	14.6973	14.6973	7.86299
NODE_12120_length_771_cov_2.54867	771	14.9018	14.9018	12.6339
NODE_12121_length_771_cov_1.71534	771	9.13204	9.13204	5.41157
NODE_12122_length_771_cov_1.70944	771	7.50725	7.50725	7.2955
NODE_12123_length_771_cov_1.69764	771	10.8422	10.8422	5.83956
NODE_12124_length_771_cov_1.18289	771	5.13688	5.13688	2.24091
NODE_12125_length_771_cov_1.18142	771	7.79388	7.79388	8.03807
NODE_12126_length_771_cov_1.16372	771	7.25765	7.25765	7.08192
NODE_12127_length_771_cov_0.980826	771	5.3752	5.3752	4.83802
NODE_12128_length_771_cov_0.942478	771	4.9839	4.9839	6.24488
NODE_12129_length_771_cov_0.915929	771	4.06119	4.06119	3.44141
NODE_12130_length_771_cov_0.90118	771	3.90982	3.90982	4.08541
NODE_12131_length_771_cov_0.896755	771	4.82126	4.82126	1.34703
NODE_12132_length_771_cov_0.871681	771	4.32206	4.32206	0.928366
NODE_12133_length_771_cov_0.778761	771	4.28986	4.28986	2.14165
NODE_12134_length_771_cov_0.766962	771	3.58615	3.58615	2.4333
NODE_12135_length_771_cov_0.756637	771	4.32367	4.32367	2.78375
NODE_12136_length_771_cov_0.722714	771	2.25443	2.25443	2.98677
NODE_12137_length_771_cov_0.671091	771	3.7343	3.7343	0.985738
NODE_12138_length_771_cov_0.654867	771	3.14171	3.14171	1.24763
NODE_12139_length_771_cov_0.628319	771	4.0628	4.0628	7.72995
NODE_12140_length_771_cov_0.556047	771	3.26892	3.26892	2.06142
NODE_12141_length_771_cov_0.550147	771	4.41868	4.41868	2.73087
NODE_12142_length_770_cov_162.564	770	588.471	588.471	104596
NODE_12143_length_770_cov_1.4195	770	9.1629	9.1629	7.25452
NODE_12144_length_770_cov_1.35746	770	6.48387	6.48387	5.05465
NODE_12145_length_770_cov_1.22747	770	5.9371	5.9371	16.6019
NODE_12146_length_770_cov_1.15214	770	5.66935	5.66935	11.8437
NODE_12147_length_770_cov_1.02216	770	5.74032	5.74032	5.76604
NODE_12148_length_770_cov_0.802068	770	3.78387	3.78387	2.60587
NODE_12149_length_770_cov_0.753323	770	4.75645	4.75645	10.1458
NODE_12150_length_770_cov_0.731167	770	4.69194	4.69194	3.45421
NODE_12151_length_770_cov_0.716396	770	2.52903	2.52903	1.90384
NODE_12152_length_770_cov_0.701625	770	3.75645	3.75645	12.2847
NODE_12153_length_770_cov_0.65288	770	2.57097	2.57097	2.24213
NODE_12154_length_769_cov_214.487	769	1259.47	1259.47	381636
NODE_12155_length_769_cov_1.83284	769	5.82876	5.82876	9.99651
NODE_12156_length_769_cov_1.40828	769	7.01777	7.01777	4.51911
NODE_12157_length_769_cov_1.36243	769	7.47657	7.47657	7.38577
NODE_12158_length_769_cov_1.25148	769	4.3021	4.3021	17.7937
NODE_12159_length_769_cov_1.2426	769	8.56543	8.56543	18.1846
NODE_12160_length_769_cov_0.957101	769	4.36026	4.36026	6.61919
NODE_12161_length_769_cov_0.914201	769	5.33764	5.33764	9.50558
NODE_12162_length_769_cov_0.847633	769	4.70113	4.70113	2.41052
NODE_12163_length_769_cov_0.81213	769	5.06785	5.06785	2.44199
NODE_12164_length_769_cov_0.776627	769	4.03069	4.03069	2.47965
NODE_12165_length_769_cov_0.649408	769	3.59774	3.59774	0.771582
NODE_12166_length_769_cov_0.62574	769	2.8336	2.8336	5.06124
NODE_12167_length_769_cov_0.62426	769	3.12116	3.12116	3.06458
NODE_12168_length_769_cov_0.610947	769	4.15994	4.15994	4.50028
NODE_12169_length_769_cov_0.594675	769	3.02746	3.02746	0.919956
NODE_12170_length_769_cov_0.58284	769	2.58481	2.58481	1.22054
NODE_12171_length_768_cov_1.85037	768	9.42395	9.42395	19.914
NODE_12172_length_768_cov_1.54963	768	9.90129	9.90129	4.98699
NODE_12173_length_768_cov_1.36296	768	7.86893	7.86893	6.33124
NODE_12174_length_768_cov_1.13481	768	6.38026	6.38026	3.04966
NODE_12175_length_768_cov_1.11111	768	6.71845	6.71845	3.63533
NODE_12176_length_768_cov_1.07704	768	5.54045	5.54045	1.97973
NODE_12177_length_768_cov_1.02815	768	4.86084	4.86084	6.41494
NODE_12178_length_768_cov_0.958519	768	5.69094	5.69094	14.9951
NODE_12179_length_768_cov_0.92	768	4.78641	4.78641	1.07585
NODE_12180_length_768_cov_0.893333	768	3.98058	3.98058	2.04824
NODE_12181_length_768_cov_0.89037	768	4.98705	4.98705	2.9431
NODE_12182_length_768_cov_0.691852	768	3.60518	3.60518	2.97839
NODE_12183_length_768_cov_0.620741	768	3.19579	3.19579	1.2112
NODE_12184_length_768_cov_0.491852	768	3.92233	3.92233	2.9113
NODE_12185_length_767_cov_76.8976	767	459.904	459.904	5376.63
NODE_12186_length_767_cov_1.97329	767	8.54781	8.54781	15.7642
NODE_12187_length_767_cov_1.71958	767	9.36143	9.36143	3.41299
NODE_12188_length_767_cov_1.33828	767	6.81361	6.81361	4.71356
NODE_12189_length_767_cov_1.09792	767	4.96434	4.96434	3.86236
NODE_12190_length_767_cov_0.940653	767	4.4684	4.4684	1.7072
NODE_12191_length_767_cov_0.890208	767	5.7342	5.7342	4.77014
NODE_12192_length_767_cov_0.885757	767	6.67099	6.67099	4.60425
NODE_12193_length_767_cov_0.869436	767	4.93355	4.93355	4.21798
NODE_12194_length_767_cov_0.821958	767	5.64668	5.64668	2.2873
NODE_12195_length_767_cov_0.792285	767	4.28849	4.28849	5.02703
NODE_12196_length_767_cov_0.783383	767	4.11994	4.11994	2.31027
NODE_12197_length_767_cov_0.691395	767	4.50567	4.50567	2.86727
NODE_12198_length_767_cov_0.682493	767	4.44246	4.44246	1.80229
NODE_12199_length_767_cov_0.550445	767	3.09076	3.09076	2.00149
NODE_12200_length_767_cov_0.508902	767	2.1329	2.1329	1.30048
NODE_12201_length_766_cov_132.544	766	657.727	657.727	15641
NODE_12202_length_766_cov_45.4562	766	292.206	292.206	3142.94
NODE_12203_length_766_cov_28.8143	766	174.06	174.06	1415.34
NODE_12204_length_766_cov_1.9153	766	9.2776	9.2776	8.32771
NODE_12205_length_766_cov_1.66122	766	8.67857	8.67857	4.0461
NODE_12206_length_766_cov_1.12333	766	5.41396	5.41396	1.95031
NODE_12207_length_766_cov_0.846954	766	4.1737	4.1737	3.51938
NODE_12208_length_766_cov_0.826152	766	4.05844	4.05844	2.46485
NODE_12209_length_766_cov_0.809807	766	4.76948	4.76948	7.94352
NODE_12210_length_766_cov_0.695394	766	3.3539	3.3539	3.15261
NODE_12211_length_766_cov_0.665676	766	3.72078	3.72078	2.66012
NODE_12212_length_766_cov_0.618128	766	3.2013	3.2013	1.09763
NODE_12213_length_766_cov_0.615156	766	3.00649	3.00649	2.32841
NODE_12214_length_765_cov_2.20387	765	12.013	12.013	11.2507
NODE_12215_length_765_cov_1.39137	765	6.73659	6.73659	3.56567
NODE_12216_length_765_cov_1.25893	765	7.12846	7.12846	4.44438
NODE_12217_length_765_cov_1.11161	765	6.52846	6.52846	8.67632
NODE_12218_length_765_cov_1.02381	765	4.96585	4.96585	2.91252
NODE_12219_length_765_cov_0.989583	765	5.81789	5.81789	3.19478
NODE_12220_length_765_cov_0.869048	765	3.98049	3.98049	7.7651
NODE_12221_length_765_cov_0.866071	765	3.94146	3.94146	3.15292
NODE_12222_length_765_cov_0.754464	765	3.6065	3.6065	2.92309
NODE_12223_length_765_cov_0.708333	765	4.53008	4.53008	1.45145
NODE_12224_length_765_cov_0.68006	765	3.10081	3.10081	5.5012
NODE_12225_length_765_cov_0.63244	765	3.69919	3.69919	6.72533
NODE_12226_length_765_cov_0.616071	765	2.50081	2.50081	2.66083
NODE_12227_length_764_cov_1.25335	764	5.7557	5.7557	4.47203
NODE_12228_length_764_cov_0.958271	764	6.59935	6.59935	4.29598
NODE_12229_length_764_cov_0.882265	764	5.10586	5.10586	3.74244
NODE_12230_length_764_cov_0.822653	764	4.93811	4.93811	1.80041
NODE_12231_length_764_cov_0.818182	764	4.49511	4.49511	2.58642
NODE_12232_length_764_cov_0.797317	764	4.31107	4.31107	3.47077
NODE_12233_length_764_cov_0.758569	764	3.65635	3.65635	1.72022
NODE_12234_length_764_cov_0.698957	764	5.14495	5.14495	1.78482
NODE_12235_length_764_cov_0.670641	764	2.85831	2.85831	4.03698
NODE_12236_length_764_cov_0.636364	764	3.0684	3.0684	2.83383
NODE_12237_length_764_cov_0.602086	764	2.63355	2.63355	3.23091
NODE_12238_length_763_cov_237.918	763	491.057	491.057	29039.7
NODE_12239_length_763_cov_72.1418	763	488.736	488.736	5275.19
NODE_12240_length_763_cov_4.0209	763	18.2953	18.2953	13.0745
NODE_12241_length_763_cov_1.25373	763	7.98858	7.98858	6.07013
NODE_12242_length_763_cov_1.24179	763	6.41599	6.41599	4.40672
NODE_12243_length_763_cov_1.11791	763	4.98695	4.98695	3.37891
NODE_12244_length_763_cov_1.11194	763	5.51387	5.51387	4.27963
NODE_12245_length_763_cov_1.09701	763	6.46982	6.46982	6.64166
NODE_12246_length_763_cov_0.950746	763	5.01142	5.01142	2.58647
NODE_12247_length_763_cov_0.791045	763	3.94617	3.94617	2.16539
NODE_12248_length_763_cov_0.740299	763	4.31648	4.31648	3.18726
NODE_12249_length_763_cov_0.719403	763	4.04894	4.04894	2.49433
NODE_12250_length_763_cov_0.697015	763	3.14192	3.14192	1.97819
